1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
625,6,0.001,3,0.0361,0.0361,0.0369,0.0341,0.0324,0.0338,0.032,0.032,0.032,0,0,0,0,0,0,0,0
626,7,0.001,4,0.0366,0.0366,0.0374,0.0346,0.0328,0.0343,0.0325,0.0325,0.0325,0,0,0,0,0,0,0,0
627,8,0.001,5,0.000512,0.000512,0.000523,0.000484,0.000459,0.000481,0.000455,0.000455,0.000455,0,0,0,0,0,0,0,0
628,9,0.001,6,0.00264,0.00264,0.00622,0.00997,0.0173,0.024,0.0211,0.0211,0.0211,0,0,0,0,0,0,0,0
629,10,0.001,7,0.00268,0.00268,0.00631,0.0101,0.0176,0.0244,0.0214,0.0214,0.0214,0,0,0,0,0,0,0,0
630,11,0.001,8,0.0000375,0.0000375,0.0000883,0.000142,0.000246,0.000341,0.0003,0.0003,0.0003,0,0,0,0,0,0,0,0
631,12,0.001,9,0.000000205,0.000000205,0.0000034,0.0000129,0.0000923,0.000347,0.000159,0.000159,0.000159,0,0,0,0,0,0,0,0
632,13,0.001,10,0.000000409,0.000000409,0.00000679,0.0000259,0.000185,0.000694,0.000319,0.000319,0.000319,0,0,0,0,0,0,0,0
633,14,0.001,11,6.82E-08,6.82E-08,0.00000113,0.00000431,0.0000308,0.000116,0.0000531,0.0000531,0.0000531,0,0,0,0,0,0,0,0
634,15,0.003,0,0.363,0.363,0.354,0.35,0.34,0.315,0.332,0.332,0.332,0,0,0,0,0,0,0,0
635,16,0.003,1,0.375,0.375,0.367,0.364,0.355,0.358,0.354,0.354,0.354,0,0,0,0,0,0,0,0
636,17,0.003,2,0.000188,0.000188,0.000184,0.000182,0.000178,0.000179,0.000177,0.000177,0.000177,0,0,0,0,0,0,0,0
637,18,0.003,3,0.0822,0.0822,0.0717,0.06,0.0504,0.0483,0.0472,0.0472,0.0472,0,0,0,0,0,0,0,0
638,19,0.003,4,0.0834,0.0834,0.0728,0.0609,0.0512,0.049,0.0479,0.0479,0.0479,0,0,0,0,0,0,0,0
639,20,0.003,5,0.00117,0.00117,0.00102,0.000852,0.000716,0.000686,0.00067,0.00067,0.00067,0,0,0,0,0,0,0,0
640,21,0.003,6,0.0348,0.0348,0.0512,0.0617,0.0761,0.0835,0.0833,0.0833,0.0833,0,0,0,0,0,0,0,0
641,22,0.003,7,0.0352,0.0352,0.052,0.0626,0.0772,0.0847,0.0845,0.0845,0.0845,0,0,0,0,0,0,0,0
642,23,0.003,8,0.000493,0.000493,0.000727,0.000876,0.00108,0.00119,0.00118,0.00118,0.00118,0,0,0,0,0,0,0,0
643,24,0.003,9,0.000244,0.000244,0.00097,0.00185,0.00496,0.00761,0.00608,0.00608,0.00608,0,0,0,0,0,0,0,0
644,25,0.003,10,0.000487,0.000487,0.00194,0.0037,0.00992,0.0152,0.0122,0.0122,0.0122,0,0,0,0,0,0,0,0
645,26,0.003,11,0.0000812,0.0000812,0.000323,0.000616,0.00165,0.00254,0.00203,0.00203,0.00203,0,0,0,0,0,0,0,0
646,27,0.01,0,0.176,0.176,0.169,0.166,0.159,0.148,0.155,0.155,0.155,0,0,0,0,0,0,0,0
647,28,0.01,1,0.198,0.198,0.19,0.187,0.179,0.177,0.177,0.177,0.177,0,0,0,0,0,0,0,0
648,29,0.01,2,0.000099,0.000099,0.0000952,0.0000935,0.0000895,0.0000887,0.0000884,0.0000884,0.0000884,0,0,0,0,0,0,0,0
649,30,0.01,3,0.0725,0.0725,0.0552,0.0427,0.0331,0.0303,0.0298,0.0298,0.0298,0,0,0,0,0,0,0,0
650,31,0.01,4,0.0735,0.0735,0.056,0.0433,0.0336,0.0308,0.0302,0.0302,0.0302,0,0,0,0,0,0,0,0
651,32,0.01,5,0.00103,0.00103,0.000783,0.000607,0.00047,0.000431,0.000423,0.000423,0.000423,0,0,0,0,0,0,0,0
652,33,0.01,6,0.142,0.142,0.143,0.138,0.131,0.128,0.133,0.133,0.133,0,0,0,0,0,0,0,0
653,34,0.01,7,0.144,0.144,0.145,0.14,0.132,0.13,0.135,0.135,0.135,0,0,0,0,0,0,0,0
654,35,0.01,8,0.00201,0.00201,0.00203,0.00197,0.00185,0.00182,0.00188,0.00188,0.00188,0,0,0,0,0,0,0,0
655,36,0.01,9,0.0241,0.0241,0.0404,0.0497,0.0691,0.0759,0.0754,0.0754,0.0754,0,0,0,0,0,0,0,0
656,37,0.01,10,0.0483,0.0483,0.0807,0.0994,0.138,0.152,0.151,0.151,0.151,0,0,0,0,0,0,0,0
657,38,0.01,11,0.00804,0.00804,0.0135,0.0166,0.023,0.0253,0.0251,0.0251,0.0251,0,0,0,0,0,0,0,0
658,39,0.03,0,0.0688,0.0688,0.066,0.0665,0.0646,0.0602,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0
659,40,0.03,1,0.0769,0.0769,0.0738,0.0745,0.0723,0.072,0.0711,0.0711,0.0711,0,0,0,0,0,0,0,0
660,41,0.03,2,0.0000385,0.0000385,0.0000369,0.0000373,0.0000362,0.000036,0.0000356,0.0000356,0.0000356,0,0,0,0,0,0,0,0
661,42,0.03,3,0.0294,0.0294,0.0215,0.0168,0.013,0.0119,0.0115,0.0115,0.0115,0,0,0,0,0,0,0,0
662,43,0.03,4,0.0298,0.0298,0.0218,0.0171,0.0132,0.012,0.0117,0.0117,0.0117,0,0,0,0,0,0,0,0
663,44,0.03,5,0.000417,0.000417,0.000306,0.000239,0.000185,0.000168,0.000164,0.000164,0.000164,0,0,0,0,0,0,0,0
664,45,0.03,6,0.108,0.108,0.0938,0.0879,0.0779,0.0751,0.0766,0.0766,0.0766,0,0,0,0,0,0,0,0
665,46,0.03,7,0.109,0.109,0.0951,0.0892,0.079,0.0762,0.0777,0.0777,0.0777,0,0,0,0,0,0,0,0
666,47,0.03,8,0.00153,0.00153,0.00133,0.00125,0.00111,0.00107,0.00109,0.00109,0.00109,0,0,0,0,0,0,0,0
667,48,0.03,9,0.0988,0.0988,0.124,0.125,0.138,0.14,0.147,0.147,0.147,0,0,0,0,0,0,0,0
668,49,0.03,10,0.198,0.198,0.249,0.249,0.275,0.279,0.294,0.294,0.294,0,0,0,0,0,0,0,0
669,50,0.03,11,0.0329,0.0329,0.0414,0.0415,0.0458,0.0465,0.0489,0.0489,0.0489,0,0,0,0,0,0,0,0
670,51,0.1,0,0.0336,0.0336,0.033,0.0325,0.0322,0.0292,0.0304,0.0304,0.0304,0,0,0,0,0,0,0,0
671,52,0.1,1,0.0352,0.0352,0.0344,0.0342,0.0338,0.0329,0.0324,0.0324,0.0324,0,0,0,0,0,0,0,0
672,53,0.1,2,0.0000176,0.0000176,0.0000172,0.0000171,0.0000169,0.0000165,0.0000162,0.0000162,0.0000162,0,0,0,0,0,0,0,0
673,54,0.1,3,0.0131,0.0131,0.00963,0.00771,0.00598,0.00545,0.00529,0.00529,0.00529,0,0,0,0,0,0,0,0
674,55,0.1,4,0.0133,0.0133,0.00977,0.00782,0.00607,0.00553,0.00537,0.00537,0.00537,0,0,0,0,0,0,0,0
675,56,0.1,5,0.000186,0.000186,0.000137,0.00011,0.0000849,0.0000774,0.0000751,0.0000751,0.0000751,0,0,0,0,0,0,0,0
676,57,0.1,6,0.0533,0.0533,0.0449,0.0423,0.0368,0.0352,0.0359,0.0359,0.0359,0,0,0,0,0,0,0,0
677,58,0.1,7,0.0541,0.0541,0.0455,0.0429,0.0373,0.0357,0.0364,0.0364,0.0364,0,0,0,0,0,0,0,0
678,59,0.1,8,0.000757,0.000757,0.000637,0.0006,0.000522,0.0005,0.00051,0.00051,0.00051,0,0,0,0,0,0,0,0
679,60,0.1,9,0.0838,0.0838,0.0952,0.0804,0.0802,0.0791,0.0859,0.0859,0.0859,0,0,0,0,0,0,0,0
680,61,0.1,10,0.168,0.168,0.19,0.161,0.16,0.158,0.172,0.172,0.172,0,0,0,0,0,0,0,0
681,62,0.1,11,0.0279,0.0279,0.0317,0.0268,0.0267,0.0264,0.0286,0.0286,0.0286,0,0,0,0,0,0,0,0
682,63,0.3,0,0.073,0.073,0.0736,0.0567,0.0589,0.0442,0.047,0.047,0.047,0,0,0,0,0,0,0,0
683,64,0.3,1,0.0866,0.0866,0.0874,0.0643,0.0676,0.05,0.0521,0.0521,0.0521,0,0,0,0,0,0,0,0
684,65,0.3,2,0.0000433,0.0000433,0.0000437,0.0000322,0.0000338,0.000025,0.0000261,0.0000261,0.0000261,0,0,0,0,0,0,0,0
685,66,0.3,3,0.00706,0.00706,0.00547,0.00445,0.00384,0.00384,0.0035,0.0035,0.0035,0,0,0,0,0,0,0,0
686,67,0.3,4,0.00716,0.00716,0.00554,0.00451,0.00388,0.00387,0.00353,0.00353,0.00353,0,0,0,0,0,0,0,0
687,68,0.3,5,0.0001,0.0001,0.0000776,0.0000632,0.0000544,0.0000544,0.0000496,0.0000496,0.0000496,0,0,0,0,0,0,0,0
688,69,0.3,6,0.0254,0.0254,0.021,0.0196,0.0169,0.0164,0.0167,0.0167,0.0167,0,0,0,0,0,0,0,0
689,70,0.3,7,0.0257,0.0257,0.0213,0.0199,0.0171,0.0166,0.0169,0.0169,0.0169,0,0,0,0,0,0,0,0
690,71,0.3,8,0.00036,0.00036,0.000298,0.000278,0.000239,0.000232,0.000237,0.000237,0.000237,0,0,0,0,0,0,0,0
691,72,0.3,9,0.0462,0.0462,0.0512,0.0426,0.0411,0.041,0.0449,0.0449,4.49E-02,0,0,0,0,0,0,0,0
692,73,0.3,10,0.0925,0.0925,0.103,0.0852,0.0823,0.082,0.0899,0.0899,0.0899,0,0,0,0,0,0,0,0
693,74,0.3,11,0.0154,0.0154,0.0171,0.0142,0.0137,0.0137,0.015,0.015,0.015,0,0,0,0,0,0,0,0
694,75,1,0,0.21,0.21,0.211,0.174,0.178,0.139,0.149,0.149,0.149,0,0,0,0,0,0,0,0
695,76,1,1,0.272,0.272,0.273,0.223,0.229,0.181,0.19,0.19,0.19,0,0,0,0,0,0,0,0
696,77,1,2,0.000136,0.000136,0.000137,0.000112,0.000114,0.0000907,0.0000949,0.0000949,0.0000949,0,0,0,0,0,0,0,0
697,78,1,3,0.0053,0.0053,0.00532,0.00537,0.00605,0.00903,0.0068,0.0068,0.0068,0,0,0,0,0,0,0,0
698,79,1,4,0.00504,0.00504,0.00502,0.00491,0.00554,0.00774,0.00597,0.00597,0.00597,0,0,0,0,0,0,0,0
699,80,1,5,0.0000729,0.0000729,0.0000729,0.0000725,0.0000817,0.000118,0.00009,0.00009,0.00009,0,0,0,0,0,0,0,0
700,81,1,6,0.0102,0.0102,0.00849,0.00927,0.00856,0.0101,0.00988,0.00988,0.00988,0,0,0,0,0,0,0,0
701,82,1,7,0.0102,0.0102,0.00846,0.00911,0.00834,0.00967,0.00949,0.00949,0.00949,0,0,0,0,0,0,0,0
702,83,1,8,0.000143,0.000143,0.00012,0.00013,0.000119,0.00014,0.000137,0.000137,0.000137,0,0,0,0,0,0,0,0
703,84,1,9,0.0257,0.0257,0.0289,0.0296,0.0285,0.032,0.0344,0.0344,0.0344,0,0,0,0,0,0,0,0
704,85,1,10,0.0514,0.0514,0.0578,0.0591,0.0571,0.0639,0.0689,0.0689,0.0689,0,0,0,0,0,0,0,0
705,86,1,11,0.00856,0.00856,0.00964,0.00986,0.00951,0.0107,0.0115,0.0115,0.0115,0,0,0,0,0,0,0,0
706,87,3,0,0.342,0.342,0.342,0.308,0.31,0.261,0.279,0.279,0.279,0,0,0,0,0,0,0,0
707,88,3,1,0.413,0.413,0.413,0.379,0.38,0.341,0.348,0.348,0.348,0,0,0,0,0,0,0,0
708,89,3,2,0.000207,0.000207,0.000207,0.00019,0.00019,0.000171,0.000174,0.000174,0.000174,0,0,0,0,0,0,0,0
709,90,3,3,0.00597,0.00597,0.0067,0.00827,0.00952,0.0186,0.0128,0.0128,0.0128,0,0,0,0,0,0,0,0
710,91,3,4,0.00416,0.00416,0.00469,0.00535,0.00631,0.0109,0.00775,0.00775,0.00775,0,0,0,0,0,0,0,0
711,92,3,5,0.0000715,0.0000715,0.0000803,0.000096,0.000112,0.000208,0.000145,0.000145,0.000145,0,0,0,0,0,0,0,0
712,93,3,6,0.00501,0.00501,0.00454,0.0069,0.00723,0.011,0.01,0.01,0.01,0,0,0,0,0,0,0,0
713,94,3,7,0.00438,0.00438,0.00391,0.00554,0.00567,0.00821,0.00753,0.00753,0.00753,0,0,0,0,0,0,0,0
714,95,3,8,0.0000662,0.0000662,0.0000595,0.0000877,0.0000909,0.000136,0.000124,0.000124,0.000124,0,0,0,0,0,0,0,0
715,96,3,9,0.0139,0.0139,0.0159,0.0206,0.0203,0.0258,0.027,0.027,0.027,0,0,0,0,0,0,0,0
716,97,3,10,0.0279,0.0279,0.0319,0.0412,0.0405,0.0516,0.054,0.054,0.054,0,0,0,0,0,0,0,0
717,98,3,11,0.00464,0.00464,0.00531,0.00686,0.00676,0.0086,0.009,0.009,0.009,0,0,0,0,0,0,0,0
718,99,5,0,0.37,0.37,0.371,0.345,0.345,0.299,0.319,0.319,0.319,0,0,0,0,0,0,0,0
719,100,5,1,0.426,0.426,0.426,0.405,0.404,0.382,0.383,0.383,0.383,0,0,0,0,0,0,0,0
720,101,5,2,0.000213,0.000213,0.000213,0.000202,0.000202,0.000191,0.000192,0.000192,0.000192,0,0,0,0,0,0,0,0
721,102,5,3,0.00578,0.00578,0.00649,0.00857,0.00972,0.0204,0.0139,0.0139,0.0139,0,0,0,0,0,0,0,0
722,103,5,4,0.00313,0.00313,0.00358,0.00428,0.00502,0.00928,0.00646,0.00646,0.00646,0,0,0,0,0,0,0,0
723,104,5,5,0.0000629,0.0000629,0.000071,0.0000906,0.000104,0.000209,0.000143,0.000143,0.000143,0,0,0,0,0,0,0,0
724,105,5,6,0.00358,0.00358,0.00336,0.00575,0.00623,0.0101,0.00905,0.00905,0.00905,0,0,0,0,0,0,0,0
725,106,5,7,0.00271,0.00271,0.0025,0.00389,0.00411,0.00633,0.00568,0.00568,0.00568,0,0,0,0,0,0,0,0
726,107,5,8,0.0000444,0.0000444,0.0000413,0.0000679,0.0000729,0.000116,0.000104,0.000104,0.000104,0,0,0,0,0,0,0,0
727,108,5,9,0.00873,0.00873,0.00999,0.0141,0.014,0.0187,0.0194,0.0194,0.0194,0,0,0,0,0,0,0,0
728,109,5,10,0.0175,0.0175,0.02,0.0281,0.028,0.0374,0.0387,0.0387,0.0387,0,0,0,0,0,0,0,0
729,110,5,11,0.00291,0.00291,0.00333,0.00468,0.00467,0.00624,0.00646,0.00646,0.00646,0,0,0,0,0,0,0,0
730,111,10,0,0.365,0.365,0.365,0.351,0.35,0.313,0.000189,0.333,0.333,0,0,0,0,0,0,0,0
731,112,10,1,0.394,0.394,0.394,0.386,0.385,0.386,0.379,0.379,0.379,0,0,0,0,0,0,0,0
732,113,10,2,0.000197,0.000197,0.000197,0.000193,0.000193,0.000193,0.000189,0.000189,0.000189,0,0,0,0,0,0,0,0
733,114,10,3,0.00446,0.00446,0.00494,0.007,0.00776,0.0172,0.0117,0.0117,0.0117,0,0,0,0,0,0,0,0
734,115,10,4,0.00155,0.00155,0.00178,0.00223,0.00259,0.00518,0.00351,0.00351,0.00351,0,0,0,0,0,0,0,0
735,116,10,5,0.0000424,0.0000424,0.0000473,0.000065,0.0000729,0.000158,0.000108,0.000108,0.000108,0,0,0,0,0,0,0,0
736,117,10,6,0.00192,0.00192,0.00186,0.00355,0.00396,0.00677,0.00601,0.00601,0.00601,0,0,0,0,0,0,0,0
737,118,10,7,0.00112,0.00112,0.00106,0.0018,0.00195,0.00318,0.0028,0.0028,0.0028,0,0,0,0,0,0,0,0
738,119,10,8,0.0000214,0.0000214,0.0000206,0.0000377,0.0000417,0.0000701,0.0000621,0.0000621,0.0000621,0,0,0,0,0,0,0,0
739,120,10,9,0.00351,0.00351,0.00399,0.0062,0.0063,0.0089,0.00911,0.00911,0.00911,0,0,0,0,0,0,0,0
740,121,10,10,0.00701,0.00701,0.00797,0.0124,0.0126,0.0178,0.0182,0.0182,0.0182,0,0,0,0,0,0,0,0
741,122,10,11,0.00117,0.00117,0.00133,0.00207,0.0021,0.00297,0.00304,0.00304,0.00304,0,0,0,0,0,0,0,0
742,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
751,1,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,3,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,4,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,5,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,6,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,7,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,9,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,10,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,12,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,14,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,15,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,18,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,19,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,21,0.0693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,23,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,25,2.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,26,0.00693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,27,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,29,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,30,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,31,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,33,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,35,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,36,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,37,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,38,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,39,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,40,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,41,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,42,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,44,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,35,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,37,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,38,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,48,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111,111111
832,1,2,3,4,5,6,7,8,9,10,11,12,0,0,0,0,0,0,0,0
833,2,0,100,365,1825,3650,5475,9125,10950,14600,21900,32850,0,0,0,0,0,0,0,0
834,3,3,5.5,8,17,30,50,52,52,52,52,52,0,0,0,0,0,0,0,0
835,4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0
836,5,1.66667,1.66667,1.66667,1.66667,1.66667,1.33333,1,1,1,1,1,0,0,0,0,0,0,0,0
837,6,12,12,15,11,8,7,7,7,7,7,7,0,0,0,0,0,0,0,0
838,7,0.00095,0.00095,0.00095,0.00095,0.00095,0.00095,0.00095,0.00095,0.00095,0.00095,0.00095,0,0,0,0,0,0,0,0
839,8,0.0204,0.01644,0.00576,0.00308,0.00178,0.001024,0.0001644,0.0001644,0.0001644,0.0001644,0.0001644,0,0,0,0,0,0,0,0
840,9,0.35,0.35,0.35,0.35,0.35,0.35,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0
841,10,0.65,0.65,0.65,0.65,0.65,0.65,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0
842,11,0.023105,0.023105,0.023105,0.023105,0.023105,0.023105,0.023105,0.023105,0.023105,0.023105,0.023105,0,0,0,0,0,0,0,0
843,12,0.000693,0.000693,0.000693,0.000693,0.00019,0.00019,0.00019,0.00095,0.0019,0.0019,0.0019,0,0,0,0,0,0,0,0
844,13,0.000693,0.000693,0.000693,0.001386,0.00057,0.00057,0.00057,0.001425,0.00304,0.00342,0.0038,0,0,0,0,0,0,0,0
845,14,0.462,0.462,0.7854,0.4986,0.1946,0.139,0.139,0.139,0.139,0.139,0.139,0,0,0,0,0,0,0,0
846,15,0.0204,0.01644,0.00576,0.00362,0.00264,0.001912,0.000986,0.000986,0.000986,0.000986,0.000986,0,0,0,0,0,0,0,0
847,16,0.35,0.35,0.35,0.35,0.35,0.35,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0
848,17,0.65,0.65,0.65,0.65,0.65,0.65,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0
849,18,0.24,0.24,0.144,0.128,0.179,0.237,0.08,0.08,0.08,0.08,0.08,0,0,0,0,0,0,0,0
850,19,0.2,0.2,0.2,0.222,0.25,0.279,0.556,0.556,0.556,0.556,0.556,0,0,0,0,0,0,0,0
851,20,0.00045,0.00045,0.00045,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0,0,0,0,0,0,0,0
852,21,0.08345,0.08345,0.08345,0.08375,0.08375,0.08375,0.08875,0.08875,0.08875,0.08875,0.08875,0,0,0,0,0,0,0,0
853,22,0.01,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0
854,23,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0
855,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
